record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
138,1104044,1975-11-14T00:00:00Z,1899-12-31T11:05:00Z,-34.56666666666667,173.51666666666668,E,1,13,NA,0,0,2,NA,NA,NA,3,NA,NA,NA,CHES,F,11,spring,173.51666666666668,-34.5,173.5
139,1104045,1975-11-13T00:00:00Z,1899-12-31T19:25:00Z,-36.95,176.18333333333334,E,1,12.5,NA,0,0,4,NA,NA,NA,4,NA,NA,NA,CHES,F,11,spring,176.18333333333334,-36.5,176.5
140,1104046,1975-11-13T00:00:00Z,1899-12-31T17:15:00Z,-37,176,E,1,12,NA,0,0,3,NA,NA,NA,3,NA,NA,NA,CHES,F,11,spring,176,-37.5,176.5
141,1104047,1975-11-13T00:00:00Z,1899-12-31T17:05:00Z,-37.416666666666664,176.18333333333334,E,1,12,NA,0,0,3,NA,NA,NA,3,NA,NA,NA,CHES,F,11,spring,176.18333333333334,-37.5,176.5
142,1104048,1975-11-13T00:00:00Z,1899-12-31T16:25:00Z,-37,176,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,CHES,F,11,spring,176,-37.5,176.5
143,1105001,1975-12-25T00:00:00Z,1899-12-31T09:55:00Z,-33,154,E,8,0,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,154,-33.5,154.5
144,1105002,1975-12-25T00:00:00Z,1899-12-31T13:30:00Z,-33,155,E,1,13,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,155,-33.5,155.5
145,1105003,1975-12-25T00:00:00Z,1899-12-31T13:50:00Z,-33,155,E,1,14,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,P,12,summer,155,-33.5,155.5
146,1105004,1975-12-25T00:00:00Z,1899-12-31T14:15:00Z,-33,155,E,1,13,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,155,-33.5,155.5
147,1105005,1975-12-25T00:00:00Z,1899-12-31T14:30:00Z,-33,155,E,1,13.5,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,155,-33.5,155.5
148,1105006,1975-12-25T00:00:00Z,1899-12-31T15:10:00Z,-33,156,E,1,13.5,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,156,-33.5,156.5
149,1105007,1975-12-25T00:00:00Z,1899-12-31T17:35:00Z,-33,156,E,1,13.5,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,156,-33.5,156.5
150,1105008,1975-12-26T00:00:00Z,1899-12-31T10:45:00Z,-33,161,E,1,12,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,161,-33.5,161.5
151,1105009,1975-12-26T00:00:00Z,1899-12-31T12:30:00Z,-33.05,161.71666666666667,E,1,14,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,161.71666666666667,-33.5,161.5
152,1105010,1975-12-26T00:00:00Z,1899-12-31T12:50:00Z,-33,161,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,161,-33.5,161.5
153,1105011,1975-12-26T00:00:00Z,1899-12-31T13:50:00Z,-33,162,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,162,-33.5,162.5
154,1105012,1975-12-26T00:00:00Z,1899-12-31T14:40:00Z,-33.18333333333333,162.46666666666667,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,162.46666666666667,-33.5,162.5
155,1105013,1975-12-26T00:00:00Z,1899-12-31T15:05:00Z,-33,162,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,162,-33.5,162.5
156,1105014,1975-12-26T00:00:00Z,1899-12-31T15:50:00Z,-33,162,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,162,-33.5,162.5
157,1105015,1975-12-26T00:00:00Z,1899-12-31T17:00:00Z,-33.233333333333334,163.08333333333334,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,163.08333333333334,-33.5,163.5
158,1105016,1975-12-26T00:00:00Z,1899-12-31T19:35:00Z,-33.31666666666667,163.7,E,1,14,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,CHES,F,12,summer,163.7,-33.5,163.5
159,1105017,1975-12-27T00:00:00Z,1899-12-31T09:50:00Z,-33,167,E,1,14,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,167,-33.5,167.5
160,1105018,1975-12-27T00:00:00Z,1899-12-31T12:30:00Z,-33,168,E,1,14,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,168,-33.5,168.5
161,1105019,1975-12-27T00:00:00Z,1899-12-31T13:35:00Z,-33.916666666666664,168.55,E,1,14,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,168.55,-33.5,168.5
162,1105020,1975-12-27T00:00:00Z,1899-12-31T13:55:00Z,-33.56666666666667,168.38333333333333,E,1,14,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,168.38333333333333,-33.5,168.5
163,1105021,1975-12-27T00:00:00Z,1899-12-31T15:10:00Z,-33,169,E,1,14,NA,2,0,4,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,169,-33.5,169.5
164,1105022,1975-12-28T00:00:00Z,1899-12-31T10:00:00Z,-34.55,173.5,E,1,15,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,CHES,F,12,summer,173.5,-34.5,173.5
165,1105023,1975-12-28T00:00:00Z,1899-12-31T12:30:00Z,-34.93333333333333,174.13333333333333,E,1,14,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,CHES,F,12,summer,174.13333333333333,-34.5,174.5
166,1105024,1975-12-28T00:00:00Z,1899-12-31T13:05:00Z,-35,174,E,1,15,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,CHES,F,12,summer,174,-35.5,174.5
167,1105025,1975-12-28T00:00:00Z,1899-12-31T13:50:00Z,-35.36666666666667,174.5,E,1,15,NA,2,0,4,NA,NA,NA,3,NA,NA,NA,CHES,F,12,summer,174.5,-35.5,174.5
168,1105026,1975-12-28T00:00:00Z,1899-12-31T14:40:00Z,-35,174,E,1,15,NA,2,0,4,NA,NA,NA,3,NA,NA,NA,CHES,F,12,summer,174,-35.5,174.5
169,1105027,1975-12-28T00:00:00Z,1899-12-31T15:00:00Z,-35,174,E,1,14,NA,2,8,5,NA,NA,NA,4,NA,NA,NA,CHES,F,12,summer,174,-35.5,174.5
170,1112001,1975-11-15T00:00:00Z,1899-12-31T17:37:00Z,-40,148,E,1,10,NA,2,0,6,NA,NA,NA,3,NA,NA,NA,JOHN,F,11,spring,148,-40.5,148.5
171,1112002,1975-11-17T00:00:00Z,1899-12-31T15:10:00Z,-45,151,E,1,11,NA,1,0,2,NA,NA,NA,4,NA,NA,NA,JOHN,F,11,spring,151,-45.5,151.5
172,1112003,1975-11-17T00:00:00Z,1899-12-31T17:30:00Z,-45,151,E,1,12,NA,1,0,2,NA,NA,NA,4,NA,NA,NA,JOHN,F,11,spring,151,-45.5,151.5
173,1112004,1975-11-17T00:00:00Z,1899-12-31T16:05:00Z,-45,151,E,1,12,NA,1,0,2,NA,NA,NA,4,NA,NA,NA,JOHN,F,11,spring,151,-45.5,151.5
174,1112005,1975-11-18T00:00:00Z,1899-12-31T09:48:00Z,-48,158,E,1,12,NA,2,0,2,NA,NA,NA,3,NA,NA,NA,JOHN,F,11,spring,158,-48.5,158.5
175,1112006,1975-11-18T00:00:00Z,1899-12-31T15:34:00Z,-49,159,E,1,12,NA,2,0,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,11,spring,159,-49.5,159.5
176,1112007,1975-11-18T00:00:00Z,1899-12-31T15:53:00Z,-49,159,E,1,12,NA,2,0,6,NA,NA,NA,4,NA,NA,NA,JOHN,F,11,spring,159,-49.5,159.5
177,1112008,1975-11-19T00:00:00Z,1899-12-31T09:20:00Z,NA,NA,NA,1,2,NA,1,0,8,NA,NA,NA,6,NA,NA,NA,JOHN,F,11,spring,NA,NA,NA
178,1112009,1975-11-19T00:00:00Z,1899-12-31T13:20:00Z,NA,NA,NA,1,8,NA,1,0,8,NA,NA,NA,6,NA,NA,NA,JOHN,F,11,spring,NA,NA,NA
179,1113001,1975-11-27T00:00:00Z,1899-12-31T11:20:00Z,-52.516666666666666,157.18333333333334,E,1,NA,NA,2,2,8,NA,NA,NA,5,NA,NA,NA,KERR,F,11,spring,157.18333333333334,-52.5,157.5
180,1113002,1975-11-27T00:00:00Z,1899-12-31T14:55:00Z,-52.083333333333336,156.78333333333333,E,1,10,NA,2,2,5,NA,NA,NA,5,NA,NA,NA,KERR,F,11,spring,156.78333333333333,-52.5,156.5
181,1113003,1975-11-27T00:00:00Z,1899-12-31T19:20:00Z,-51.36666666666667,156.13333333333333,E,1,10,NA,2,2,5,NA,NA,NA,4,NA,NA,NA,KERR,F,11,spring,156.13333333333333,-51.5,156.5
182,1113004,1975-11-28T00:00:00Z,1899-12-31T09:00:00Z,-49.416666666666664,154.4,E,1,11,NA,2,4,5,NA,NA,NA,4,NA,NA,NA,KERR,F,11,spring,154.4,-49.5,154.5
183,1113005,1975-11-28T00:00:00Z,1899-12-31T13:18:00Z,-48.666666666666664,153.75,E,1,9.5,NA,2,8,5,NA,NA,NA,4,NA,NA,NA,KERR,F,11,spring,153.75,-48.5,153.5
184,1113006,1975-11-28T00:00:00Z,1899-12-31T19:26:00Z,-47.8,153,E,1,9,330,2,4,8,NA,NA,NA,5,NA,NA,NA,KERR,F,11,spring,153,-47.5,153.5
185,1113007,1975-11-29T00:00:00Z,1899-12-31T08:25:00Z,-45.833333333333336,151.98333333333332,E,1,9,325,1,0,8,NA,NA,NA,6,NA,NA,NA,KERR,F,11,spring,151.98333333333332,-45.5,151.5
186,1113008,1975-11-29T00:00:00Z,1899-12-31T13:03:00Z,-45.06666666666667,151.43333333333334,E,1,10,319,1,0,7,NA,NA,NA,5,NA,NA,NA,KERR,F,11,spring,151.43333333333334,-45.5,151.5
187,1113009,1975-11-29T00:00:00Z,1899-12-31T19:12:00Z,-44.25,150.46666666666667,E,1,11.2,324,0,0,4,NA,NA,1017,4,NA,NA,NA,KERR,F,11,spring,150.46666666666667,-44.5,150.5
188,1113010,1975-11-30T00:00:00Z,1899-12-31T09:15:00Z,-41.65,148.9,E,1,12,NA,2,0,4,NA,NA,NA,3,NA,NA,NA,KERR,F,11,spring,148.9,-41.5,148.5
189,1113011,1975-11-30T00:00:00Z,1899-12-31T13:01:00Z,-40.766666666666666,148.65,E,1,12,NA,2,0,2,NA,NA,NA,1,NA,NA,NA,KERR,F,11,spring,148.65,-40.5,148.5
190,1114001,1975-12-10T00:00:00Z,1899-12-31T13:10:00Z,-42,138,E,1,12,NA,1,0,1,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,138,-42.5,138.5
191,1114002,1975-12-10T00:00:00Z,1899-12-31T17:05:00Z,-43,138,E,1,12,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,138,-43.5,138.5
192,1114003,1975-12-11T00:00:00Z,1899-12-31T09:05:00Z,-46,135,E,1,11,NA,2,6,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,135,-46.5,135.5
193,1114004,1975-12-11T00:00:00Z,1899-12-31T13:00:00Z,-47,134,E,1,12,NA,2,4,5,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,134,-47.5,134.5
194,1114005,1975-12-11T00:00:00Z,1899-12-31T17:03:00Z,-47,134,E,1,11,NA,2,4,4,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,134,-47.5,134.5
195,1114006,1975-12-12T00:00:00Z,1899-12-31T09:05:00Z,-49,131,E,1,11,NA,1,0,1,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,131,-49.5,131.5
196,1114007,1975-12-12T00:00:00Z,1899-12-31T13:00:00Z,-50,132,E,1,12,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,132,-50.5,132.5
197,1114008,1975-12-12T00:00:00Z,1899-12-31T16:51:00Z,-51,132,E,1,11,NA,2,6,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,132,-51.5,132.5
198,1114009,1975-12-13T00:00:00Z,1899-12-31T09:05:00Z,-54,132,E,1,12,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,132,-54.5,132.5
199,1114010,1975-12-13T00:00:00Z,1899-12-31T13:00:00Z,-55,132,E,1,12,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,132,-55.5,132.5
200,1114011,1975-12-13T00:00:00Z,1899-12-31T16:53:00Z,-56,132,E,1,12,NA,2,0,2,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,132,-56.5,132.5
201,1114012,1975-12-14T00:00:00Z,1899-12-31T09:05:00Z,-58,128,E,1,11,NA,2,0,0,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,128,-58.5,128.5
202,1114013,1975-12-14T00:00:00Z,1899-12-31T13:00:00Z,-59,127,E,1,12,NA,2,0,2,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,127,-59.5,127.5
203,1114014,1975-12-14T00:00:00Z,1899-12-31T16:57:00Z,-59,125,E,1,12,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,125,-59.5,125.5
204,1114015,1975-12-15T00:00:00Z,1899-12-31T09:05:00Z,-60,118,E,1,12,NA,1,0,1,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,118,-60.5,118.5
205,1114016,1975-12-15T00:00:00Z,1899-12-31T13:00:00Z,-60,118,E,1,12,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,118,-60.5,118.5
206,1114017,1975-12-15T00:00:00Z,1899-12-31T16:57:00Z,-60,115,E,1,12,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,115,-60.5,115.5
207,1114018,1975-12-16T00:00:00Z,1899-12-31T09:00:00Z,-61,109.63333333333334,E,1,11,NA,2,8,4,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,109.63333333333334,-61.5,109.5
208,1114019,1975-12-16T00:00:00Z,1899-12-31T13:00:00Z,-61,108,E,1,11,NA,2,8,3,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,108,-61.5,108.5
209,1114020,1975-12-16T00:00:00Z,1899-12-31T17:02:00Z,-61,106,E,1,12,NA,2,10,4,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,106,-61.5,106.5
210,1114021,1975-12-17T00:00:00Z,1899-12-31T09:00:00Z,-61.25,100.15,E,1,10,NA,2,2,5,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,100.15,-61.5,100.5
211,1114022,1975-12-17T00:00:00Z,1899-12-31T13:00:00Z,-61,99,E,1,11,NA,2,10,3,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,99,-61.5,99.5
212,1114023,1975-12-17T00:00:00Z,1899-12-31T16:55:00Z,-61,97,E,1,10,NA,2,10,6,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,97,-61.5,97.5
213,1114024,1975-12-18T00:00:00Z,1899-12-31T09:00:00Z,-61.016666666666666,92.21666666666667,E,1,11,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,92.21666666666667,-61.5,92.5
214,1114025,1975-12-18T00:00:00Z,1899-12-31T13:00:00Z,-61,91,E,1,11,NA,2,0,3,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,91,-61.5,91.5
215,1114026,1975-12-18T00:00:00Z,1899-12-31T16:55:00Z,-61,89,E,1,11,NA,2,0,4,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,89,-61.5,89.5
216,1114027,1975-12-19T00:00:00Z,1899-12-31T09:00:00Z,-60.5,85.25,E,1,12,NA,2,0,0,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,85.25,-60.5,85.5
217,1114028,1975-12-19T00:00:00Z,1899-12-31T13:00:00Z,-60,85,E,1,5,NA,2,11,0,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,85,-60.5,85.5
218,1114029,1975-12-19T00:00:00Z,1899-12-31T16:57:00Z,-59,84,E,1,11,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,84,-59.5,84.5
219,1114030,1975-12-20T00:00:00Z,1899-12-31T09:05:00Z,-61,81,E,1,12,NA,1,0,0,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,81,-61.5,81.5
220,1114031,1975-12-20T00:00:00Z,1899-12-31T13:00:00Z,-62,80,E,1,12,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,80,-62.5,80.5
221,1114032,1975-12-20T00:00:00Z,1899-12-31T16:55:00Z,-62,78,E,1,12,NA,1,0,2,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,78,-62.5,78.5
222,1114033,1975-12-21T00:00:00Z,1899-12-31T09:10:00Z,-64,77,E,1,2,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,77,-64.5,77.5
223,1114034,1975-12-21T00:00:00Z,1899-12-31T13:00:00Z,-65,78,E,1,5,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,78,-65.5,78.5
224,1114035,1975-12-21T00:00:00Z,1899-12-31T16:55:00Z,-64,76,E,1,11,NA,2,0,2,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,76,-64.5,76.5
225,1114036,1975-12-22T00:00:00Z,1899-12-31T09:10:00Z,-64.2,69.33333333333333,E,1,12,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,69.33333333333333,-64.5,69.5
226,1114037,1975-12-22T00:00:00Z,1899-12-31T13:00:00Z,-65,68,E,1,12,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,68,-65.5,68.5
227,1114038,1975-12-22T00:00:00Z,1899-12-31T16:56:00Z,NA,NA,NA,1,NA,NA,1,0,2,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,NA,NA,NA
228,1114039,1975-12-23T00:00:00Z,1899-12-31T09:00:00Z,-63.43333333333333,65.7,E,8,0,NA,2,2,8,NA,NA,NA,6,NA,NA,NA,HAND,F,12,summer,65.7,-63.5,65.5
229,1114040,1975-12-23T00:00:00Z,1899-12-31T16:54:00Z,-63,66,E,1,1,NA,2,0,8,NA,NA,NA,5,NA,NA,NA,HAND,F,12,summer,66,-63.5,66.5
230,1114041,1975-12-24T00:00:00Z,1899-12-31T09:00:00Z,-63.68333333333333,64.26666666666667,E,1,11,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,64.26666666666667,-63.5,64.5
231,1114042,1975-12-24T00:00:00Z,1899-12-31T13:00:00Z,-64,63,E,1,11,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,HAND,F,12,summer,63,-64.5,63.5
232,1114043,1975-12-24T00:00:00Z,1899-12-31T16:54:00Z,-64,62,E,1,12,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,HAND,F,12,summer,62,-64.5,62.5
233,1114044,1975-12-25T00:00:00Z,1899-12-31T09:05:00Z,-66.43333333333334,62.65,E,1,12,NA,0,0,2,NA,NA,NA,1,NA,NA,NA,HAND,F,12,summer,62.65,-66.5,62.5
234,2001001,1976-01-31T00:00:00Z,1899-12-31T08:00:00Z,-40,148,E,1,14.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
235,2001002,1976-01-31T00:00:00Z,1899-12-31T09:00:00Z,-40,148,E,1,14.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
236,2001003,1976-01-31T00:00:00Z,1899-12-31T10:00:00Z,-40,148,E,1,14.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
237,2001004,1976-01-31T00:00:00Z,1899-12-31T11:00:00Z,-40,149,E,1,14.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,149,-40.5,149.5
238,2001005,1976-01-31T00:00:00Z,1899-12-31T12:00:00Z,-41,149,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,149,-41.5,149.5
239,2001006,1976-01-31T00:00:00Z,1899-12-31T13:00:00Z,-41,149,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,149,-41.5,149.5
240,2001007,1976-01-31T00:00:00Z,1899-12-31T14:30:00Z,-41,150,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,150,-41.5,150.5
241,2001008,1976-01-31T00:00:00Z,1899-12-31T15:00:00Z,-41,150,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,150,-41.5,150.5
242,2001009,1976-01-31T00:00:00Z,1899-12-31T16:00:00Z,-41,150,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,150,-41.5,150.5
243,2001010,1976-01-31T00:00:00Z,1899-12-31T16:30:00Z,-41,151,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,151,-41.5,151.5
244,2001011,1976-01-31T00:00:00Z,1899-12-31T18:00:00Z,-41,151,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,151,-41.5,151.5
245,2001012,1976-02-01T00:00:00Z,1899-12-31T16:00:00Z,-43,157,E,1,15,NA,2,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,157,-43.5,157.5
246,2001013,1976-02-01T00:00:00Z,1899-12-31T18:30:00Z,-44,158,E,1,15,NA,2,2,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,158,-44.5,158.5
247,2001014,1976-02-01T00:00:00Z,1899-12-31T19:30:00Z,-44,159,E,1,15,NA,2,8,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,159,-44.5,159.5
248,2001015,1976-02-02T00:00:00Z,1899-12-31T08:00:00Z,-45,162,E,1,15,NA,2,8,4,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,162,-45.5,162.5
249,2001016,1976-02-02T00:00:00Z,1899-12-31T09:30:00Z,-45,163,E,1,15,NA,2,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,163,-45.5,163.5
250,2001017,1976-02-02T00:00:00Z,1899-12-31T10:00:00Z,-45,162,E,1,15,NA,2,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,162,-45.5,162.5
251,2001018,1976-02-02T00:00:00Z,1899-12-31T12:00:00Z,-45,164,E,1,15,NA,2,0,6,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,164,-45.5,164.5
252,2001019,1976-02-02T00:00:00Z,1899-12-31T14:00:00Z,-45,164,E,1,15,NA,2,0,6,NA,NA,NA,5,NA,NA,NA,JENK,F,2,summer,164,-45.5,164.5
253,2001020,1976-02-02T00:00:00Z,1899-12-31T15:00:00Z,-45,165,E,1,15,NA,2,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,2,summer,165,-45.5,165.5
254,2001021,1976-02-02T00:00:00Z,1899-12-31T16:00:00Z,-46,165,E,1,15,NA,2,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,2,summer,165,-46.5,165.5
255,2001022,1976-02-02T00:00:00Z,1899-12-31T16:30:00Z,-46,165,E,1,15,NA,2,0,7,NA,NA,NA,6,NA,NA,NA,JENK,F,2,summer,165,-46.5,165.5
256,2001023,1976-02-02T00:00:00Z,1899-12-31T17:00:00Z,-46,165,E,1,15,NA,2,0,7,NA,NA,NA,6,NA,NA,180,JENK,F,2,summer,165,-46.5,165.5
257,2001024,1976-02-02T00:00:00Z,1899-12-31T18:00:00Z,-46,166,E,1,15,NA,2,0,7,NA,NA,NA,6,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
258,2001025,1976-02-02T00:00:00Z,1899-12-31T19:30:00Z,-46,166,E,1,15,NA,2,0,7,NA,NA,NA,6,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
259,2001026,1976-02-02T00:00:00Z,1899-12-31T20:15:00Z,-46,166,E,1,15,NA,2,0,7,NA,NA,NA,6,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
260,2001027,1976-02-03T00:00:00Z,1899-12-31T07:30:00Z,-46,170,E,1,15.5,NA,2,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,2,summer,170,-46.5,170.5
261,2001028,1976-02-03T00:00:00Z,1899-12-31T08:00:00Z,-45,170,E,1,15.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,2,summer,170,-45.5,170.5
262,2005001,1976-02-12T00:00:00Z,1899-12-31T07:30:00Z,-46,167,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,167,-46.5,167.5
263,2005002,1976-02-12T00:00:00Z,1899-12-31T08:00:00Z,-46,167,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,167,-46.5,167.5
264,2005003,1976-02-12T00:00:00Z,1899-12-31T09:00:00Z,-46,167,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,167,-46.5,167.5
265,2005004,1976-02-12T00:00:00Z,1899-12-31T09:30:00Z,-46,167,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,167,-46.5,167.5
266,2005005,1976-02-12T00:00:00Z,1899-12-31T10:00:00Z,-46,167,E,1,14.5,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,167,-46.5,167.5
267,2005006,1976-02-12T00:00:00Z,1899-12-31T11:00:00Z,-46,166,E,1,14.5,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
268,2005007,1976-02-12T00:00:00Z,1899-12-31T12:00:00Z,-46,166,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
269,2005008,1976-02-12T00:00:00Z,1899-12-31T12:30:00Z,-46,166,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,166,-46.5,166.5
270,2005009,1976-02-12T00:00:00Z,1899-12-31T15:00:00Z,-46,165,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,165,-46.5,165.5
271,2005010,1976-02-12T00:00:00Z,1899-12-31T15:30:00Z,-45,165,E,1,15,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,165,-45.5,165.5
272,2005011,1976-02-12T00:00:00Z,1899-12-31T16:00:00Z,-45,165,E,1,15,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JENK,F,2,summer,165,-45.5,165.5
273,2005012,1976-02-12T00:00:00Z,1899-12-31T16:30:00Z,-45,165,E,1,15,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,2,summer,165,-45.5,165.5
274,2005013,1976-02-12T00:00:00Z,1899-12-31T17:30:00Z,-45,164,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,2,summer,164,-45.5,164.5
